Home_Awards_List2_Item5,Home Awards List2 Item5,杭州动力创未国际科技项目新创赛三等奖,杭州動力創未國際科技項目新創賽三等獎,Hangzhou Internatival Sci-Tech New Venture Competition 2024 - 3rd Prize,test
Home_Awards_List2_Title,Home Awards List2 Title,行业奖项,行業獎項,Industry Awards,test
Home_Awards_Subtitle,Home Awards Subtitle,受到权威机构认可,受到權威機構認可,Recognized by Authoritative Organizations,test
Home_Awards_Title,Home Awards Title,奖项与政府支持,獎項與政府支持,Awards & Government Support,test
Home_BottomCTA_Button_Demo,Home BottomCTA Button Demo,预约产品演示,預約產品演示,Request Product Demo,test
Home_BottomCTA_Button_Trial,Home BottomCTA Button Trial,免费试用14天,免費試用14天,Free 14-day Trial,test
Home_BottomCTA_Desc,Home BottomCTA Desc,立即预约产品演示，了解Vizzle如何帮助您的企业降低3D管理成本，提升管理效率。,立即預約產品演示，瞭解Vizzle如何幫助您的企業降低3D管理成本，提升管理效率。,Request a product demo now to learn how Vizzle can help your enterprise reduce 3D management costs and improve management efficiency.,test
Home_BottomCTA_Title,Home BottomCTA Title,开始您的轻量化3D管理之旅,開始您的輕量化3D管理之旅,Start your lightweight 3D management journey,test
Home_Cases_Button_ViewFull,Home Cases Button ViewFull,查看完整案例,查看完整案例,View Complete Case,test
Home_Cases_Description,Home Cases Description,用实力证明价值，我们的产品已获得行业头部客户认可，助力客户实现3D管理效率翻倍。,用實力證明價值，我們的產品已獲得行業頭部客戶認可，助力客戶實現3D管理效率翻倍。,"Proving value with strength, our products have been recognized by industry-leading clients, helping clients double 3D management efficiency.",test
Home_Cases_Featured_Badge,Home Cases Featured Badge,标杆案例,標桿案例,Benchmark Case,test
Home_Cases_Featured_Desc,Home Cases Featured Desc,为香港国际机场提供3D扫描AI智能管理服务，实现机场场景1:1还原、多数据整合分析，沟通效率提升10倍。,為香港國際機場提供3D掃描AI智能管理服務，實現機場場景1:1還原、多數據整合分析，溝通效率提升10倍。,"Provided 3D scanning AI intelligent management services for Hong Kong International Airport, achieving 1:1还原 of airport scenes, multi-data integration analysis, communication efficiency increased by 10 times.",test
Home_Cases_Featured_Label_Cost,Home Cases Featured Label Cost,服务费用,服務費用,Service Fee,test
Home_Cases_Featured_Label_Maintenance,Home Cases Featured Label Maintenance,年度维护,年度維護,Annual Maintenance,test
Home_Cases_Featured_Name,Home Cases Featured Name,香港国际机场,香港國際機場,Hong Kong International Airport,test
Home_Cases_Featured_Tag1,Home Cases Featured Tag1,效率提升10倍,效率提升10倍,Efficiency increased by 10x,test
Home_Cases_Featured_Tag2,Home Cases Featured Tag2,无需专业技能,無需專業技能,No professional skills required,test
Home_Cases_Featured_Tag3,Home Cases Featured Tag3,成本降低60%,成本降低60%,Cost reduced by 60%,test
Home_Cases_More1_Desc,Home Cases More1 Desc,为城市管理部门提供轻量化3D管理方案，实现城市设施的智能监控与管理。,為城市管理部門提供輕量化3D管理方案，實現城市設施的智能監控與管理。,"Provide lightweight 3D management solutions for urban management departments, realizing intelligent monitoring and management of urban facilities.",test
Home_Cases_More1_Title,Home Cases More1 Title,数码城市管理,數碼城市管理,Digital City Management,test
Home_Cases_More2_Desc,Home Cases More2 Desc,为大型物业提供3D可视化管理，提升物业管理效率，降低运营成本。,為大型物業提供3D可視化管理，提升物業管理效率，降低運營成本。,"Provide 3D visualization management for large properties, improving property management efficiency and reducing operating costs.",test
Home_Cases_More2_Title,Home Cases More2 Title,物业管理,物業管理,Property Management,test
Home_Cases_Subtitle,Home Cases Subtitle,顶级客户的成功实践,頂級客戶的成功實踐,Successful practices of top clients,test
Home_Cases_Title,Home Cases Title,客户案例,客戶案例,Case Studies,test
Home_Compare_Header_Competitor,Home Compare Header Competitor,同类竞品,同類競品,Competitors,test
Home_Compare_Header_Dimension,Home Compare Header Dimension,对比维度,對比維度,Comparison Dimension,test
Home_Compare_Header_Vizzle,Home Compare Header Vizzle,Vizzle,Vizzle,Vizzle,test
Home_Compare_Row1_Competitor,Home Compare Row1 Competitor,高（重量級硬件/云端）,高（重量級硬體/雲端）,High (heavyweight hardware/cloud),test
Home_Compare_Row1_Label,Home Compare Row1 Label,营运成本,營運成本,Operating Cost,test
Home_Compare_Row1_Vizzle,Home Compare Row1 Vizzle,低（轻量级硬件/云端）,低（輕量級硬體/雲端）,Low (lightweight hardware/cloud),test
Home_Compare_Row2_Competitor,Home Compare Row2 Competitor,低（指定軟硬體，限制較多）,低（指定軟硬體，限制較多）,"Low (specified hardware/software, many limitations)",test
Home_Compare_Row2_Label,Home Compare Row2 Label,扩展度,擴展度,Expandability,test
Home_Compare_Row2_Vizzle,Home Compare Row2 Vizzle,高（线上SaaS，无指定软硬件）,高（線上SaaS，無指定軟硬體）,"High (online SaaS, no specified hardware/software)",test
Home_Compare_Row3_Competitor,Home Compare Row3 Competitor,专业化、复杂化、功能全面,專業化、複雜化、功能全面,"Professional, complex, comprehensive functions",test
Home_Compare_Row3_Label,Home Compare Row3 Label,核心定位,核心定位,Core Positioning,test
Home_Compare_Row3_Vizzle,Home Compare Row3 Vizzle,轻量化、简单化、快速见效,輕量化、簡單化、快速見效,"Lightweight, simplified, quick results",test
Home_Compare_Row4_Competitor,Home Compare Row4 Competitor,高（需专业人员操作）,高（需專業人員操作）,High (requires professional personnel),test
Home_Compare_Row4_Label,Home Compare Row4 Label,操作门槛,操作門檻,Operation Threshold,test
Home_Compare_Row4_Vizzle,Home Compare Row4 Vizzle,低（无需专业知识）,低（無需專業知識）,Low (no professional knowledge required),test
Home_Compare_Title,Home Compare Title,竞品对比,競品對比,Competitor Comparison,test
Home_Contact_Description,Home Contact Description,立即咨询，我们将为您提供专业的3D管理服务，助力企业降本增效。,立即諮詢，我們將為您提供專業的3D管理服務，助力企業降本增效。,"Consult now, we will provide you with professional 3D management services to help your enterprise reduce costs and increase efficiency.",test
Home_Contact_Form_Button_Submit,Home Contact Form Button Submit,提交咨询,提交諮詢,Submit Consultation,test
Home_Contact_Form_Field_Company,Home Contact Form Field Company,公司名称,公司名稱,Company Name,test
Home_Contact_Form_Field_Email,Home Contact Form Field Email,电子邮箱,電子郵箱,Email Address,test
Home_Contact_Form_Field_Message,Home Contact Form Field Message,咨询需求,諮詢需求,Consultation Needs,test
Home_Contact_Form_Field_Name,Home Contact Form Field Name,姓名,姓名,Name,test
Home_Contact_Form_Field_Phone,Home Contact Form Field Phone,联系电话,聯繫電話,Contact Phone,test
Home_Contact_Form_Placeholder_Company,Home Contact Form Placeholder Company,请输入您的公司名称,請輸入您的公司名稱,Please enter your company name,test
Home_Contact_Form_Placeholder_Email,Home Contact Form Placeholder Email,请输入您的电子邮箱,請輸入您的電子郵箱,Please enter your email address,test
Home_Contact_Form_Placeholder_Message,Home Contact Form Placeholder Message,请简要描述您的需求,請簡要描述您的需求,Please briefly describe your needs,test
Home_Contact_Form_Placeholder_Name,Home Contact Form Placeholder Name,请输入您的姓名,請輸入您的姓名,Please enter your name,test
Home_Contact_Form_Placeholder_Phone,Home Contact Form Placeholder Phone,请输入您的联系电话,請輸入您的聯繫電話,Please enter your contact phone,test
Home_Contact_Form_Title,Home Contact Form Title,立即咨询,立即諮詢,Consult Now,test
Home_Contact_Info_Company_HK,Home Contact Info Company HK,香港：炫幻视界有限公司,香港：炫幻視界有限公司,Hong Kong: Vizzle Limited,test
Home_Contact_Info_Company_HZ,Home Contact Info Company HZ,杭州：炫幻视界（杭州）科技有限公司,杭州：炫幻視界（杭州）科技有限公司,"Hangzhou: Vizzle (Hangzhou) Technology Co., Ltd.",test
Home_Contact_Info_Company_Label,Home Contact Info Company Label,公司名称,公司名稱,Company Name,test
Home_Contact_Info_Company_Value,Home Contact Info Company Value,Vizzle 炫幻视界,Vizzle 炫幻視界,Vizzle Limited,test
Home_Contact_Info_Email_Label,Home Contact Info Email Label,电子邮箱,電子郵箱,Email Address,test
Home_Contact_Info_Email_Value,Home Contact Info Email Value,info@im-vizzle.com,info@im-vizzle.com,info@im-vizzle.com,test
Home_Contact_Info_Phone_Label,Home Contact Info Phone Label,联系电话,聯繫電話,Contact Phone,test
Home_Contact_Info_Phone_Value,Home Contact Info Phone Value,+852 9660 5893,+852 9660 5893,+852 9660 5893,test
Home_Contact_Subtitle,Home Contact Subtitle,获取专属解决方案,獲取專屬解決方案,Get Exclusive Solutions,test
Home_Contact_Title,Home Contact Title,联系我们,聯繫我們,Contact Us,test
Home_Features_Description,Home Features Description,我们提供全面的3D管理功能，满足不同行业、不同规模客户的多样化需求。,我們提供全面的3D管理功能，滿足不同行業、不同規模客戶的多樣化需求。,We provide comprehensive 3D management functions to meet the diverse needs of customers in different industries and scales.,test
Home_Features_Item1_Desc,Home Features Item1 Desc,智能分配渲染、AI推理与互动任务到单一次级GPU单元，无需多张显卡暴力处理，降低硬件成本。,智能分配渲染、AI推理與互動任務到單一次級GPU單元，無需多張顯卡暴力處理，降低硬體成本。,"Intelligently distributes rendering, AI reasoning, and interactive tasks to a single secondary GPU unit, eliminating the need for multiple graphics cards for brute-force processing, reducing hardware costs.",test
Home_Features_Item1_Title,Home Features Item1 Title,GPU智能负载分配,GPU智能負載分配,GPU intelligent load distribution,test
Home_Features_Item2_Desc,Home Features Item2 Desc,动作捕捉、抠像、镜头控制与3D场景渲染同帧对齐，无延迟即时交互，提升操作体验。,動作捕捉、摳像、鏡頭控制與3D場景渲染同幀對齊，無延遲即時交互，提升操作體驗。,"Motion capture, keying, camera control, and 3D scene rendering aligned in the same frame, no latency real-time interaction, enhancing operating experience.",test
Home_Features_Item2_Title,Home Features Item2 Title,实时AI+3D融合处理,實時AI+3D融合處理,Real-time AI+3D fusion processing,test
Home_Features_Item3_Desc,Home Features Item3 Desc,透过分层加载、压缩与快取，实现超大模型的即时浏览，适配各类低端设备。,透過分層加載、壓縮與快取，實現超大模型的即時瀏覽，適配各類低端設備。,"Through layered loading, compression, and caching,实现 instant browsing of ultra-large models, adapting to various low-end devices.",test
Home_Features_Item3_Title,Home Features Item3 Title,超大3D模型轻量化,超大3D模型輕量化,Ultra-large 3D model lightweighting,test
Home_Features_Item4_Desc,Home Features Item4 Desc,可导入风火水电、人流、物联网、图形设计等数据，进行全方位AI整合及分析，满足多场景需求。,可導入風火水電、人流、物聯網、圖形設計等數據，進行全方位AI整合及分析，滿足多場景需求。,"Can import data such as utilities, crowd flow, IoT, graphic design, etc., for comprehensive AI integration and analysis, meeting multi-scenario needs.",test
Home_Features_Item4_Title,Home Features Item4 Title,多数据导入整合,多數據導入整合,Multi-data import integration,test
Home_Features_Stats_Desc,Home Features Stats Desc,7x24小时稳定运行，满足企业级应用需求,7x24小時穩定運行，滿足企業級應用需求,"7x24 hours stable operation, meeting enterprise-level application needs",test
Home_Features_Stats_Title,Home Features Stats Title,99.9% 系统稳定性,99.9% 系統穩定性,99.9% system stability,test
Home_Features_Subtitle,Home Features Subtitle,全面的3D管理功能,全面的3D管理功能,Comprehensive 3D management functions,test
Home_Features_Title,Home Features Title,产品功能,產品功能,Product Features,test
Home_Hero_Button_Consult,Home Hero Button Consult,立即咨询解决方案,立即諮詢解決方案,Consult Solutions Now,test
Home_Hero_Button_Demo,Home Hero Button Demo,预约产品演示,預約產品演示,Request Product Demo,test
Home_Hero_ClientCount,Home Hero ClientCount,50+ 企业客户的选择,50+ 企業客戶的選擇,Trusted by 50+ enterprise clients,test
Home_Hero_MainTitle,Home Hero MainTitle,让复杂的3D管理像浏览网页一样简单,讓複雜的3D管理像瀏覽網頁一樣簡單,Make complex 3D management as simple as browsing the web,test
Home_Hero_Subtitle,Home Hero Subtitle,Vizzle轻量化AI 3D数码城市管理平台，跨装置秒级加载，AI智能分析，无需专业技能，大幅降低3D管理成本。,Vizzle輕量化AI 3D數碼城市管理平台，跨裝置秒級加載，AI智能分析，無需專業技能，大幅降低3D管理成本。,"Vizzle lightweight AI 3D digital city management platform, cross-device second-level loading, AI intelligent analysis, no professional skills required, significantly reducing 3D management costs.",test
Home_Hero_Tagline,Home Hero Tagline,轻量化AI 3D解决方案,輕量化AI 3D解決方案,Lightweight AI 3D Solution,test
Home_Pricing_Button_Contact,Home Pricing Button Contact,联系我们,聯繫我們,Contact Us,test
Home_Pricing_Button_GetQuote,Home Pricing Button GetQuote,获取专属报价,獲取專屬報價,Get Exclusive Quote,test
Home_Pricing_Button_Select,Home Pricing Button Select,选择套餐,選擇套餐,Select Plan,test
Home_Pricing_Description,Home Pricing Description,我们采用灵活的收费模式，满足不同规模客户的需求，降低前期投入，实现双赢。,我們採用靈活的收費模式，滿足不同規模客戶的需求，降低前期投入，實現雙贏。,"We adopt a flexible pricing model to meet the needs of customers of different scales, reduce initial investment, and achieve win-win results.",test
Home_Pricing_Model_Note,Home Pricing Model Note,核心收费模式：服务订制 + 年度维护 + 用户数收费，三者结合，灵活适配不同客户需求。,核心收費模式：服務訂製 + 年度維護 + 用戶數收費，三者結合，靈活適配不同客戶需求。,"Core pricing model: service customization + annual maintenance + user count pricing, combined to flexibly adapt to different customer needs.",test
Home_Pricing_Plan1_Feature1,Home Pricing Plan1 Feature1,5个用户账号,5個用戶賬號,5 user accounts,test
Home_Pricing_Plan1_Feature2,Home Pricing Plan1 Feature2,基础3D模型管理,基礎3D模型管理,Basic 3D model management,test
Home_Pricing_Plan1_Feature3,Home Pricing Plan1 Feature3,基础AI分析功能,基礎AI分析功能,Basic AI analysis functions,test
Home_Pricing_Plan1_Feature4,Home Pricing Plan1 Feature4,定制化功能,定制化功能,Customization features,test
Home_Pricing_Plan1_Feature5,Home Pricing Plan1 Feature5,专属客服,專屬客服,Dedicated customer service,test
Home_Pricing_Plan1_Period,Home Pricing Plan1 Period,/年,/年,/year,test
Home_Pricing_Plan1_Price,Home Pricing Plan1 Price,"¥19,800","¥19,800","¥19,800",test
Home_Pricing_Plan1_Subtitle,Home Pricing Plan1 Subtitle,适合小型企业使用,適合小型企業使用,Suitable for small businesses,test
Home_Pricing_Plan1_Title,Home Pricing Plan1 Title,基础版,基礎版,Basic Version,test
Home_Pricing_Plan2_Feature1,Home Pricing Plan2 Feature1,20个用户账号,20個用戶賬號,20 user accounts,test
Home_Pricing_Plan2_Feature2,Home Pricing Plan2 Feature2,高级3D模型管理,高級3D模型管理,Advanced 3D model management,test
Home_Pricing_Plan2_Feature3,Home Pricing Plan2 Feature3,高级AI分析功能,高級AI分析功能,Advanced AI analysis functions,test
Home_Pricing_Plan2_Feature4,Home Pricing Plan2 Feature4,基础定制化功能,基礎定制化功能,Basic customization features,test
Home_Pricing_Plan2_Feature5,Home Pricing Plan2 Feature5,专属客服,專屬客服,Dedicated customer service,test
Home_Pricing_Plan2_Period,Home Pricing Plan2 Period,/年,/年,/year,test
Home_Pricing_Plan2_Price,Home Pricing Plan2 Price,"¥79,800","¥79,800","¥79,800",test
Home_Pricing_Plan2_Subtitle,Home Pricing Plan2 Subtitle,适合中大型企业使用,適合中大型企業使用,Suitable for medium to large enterprises,test
Home_Pricing_Plan2_Title,Home Pricing Plan2 Title,企业版,企業版,Enterprise Version,test
Home_Pricing_Plan3_Feature1,Home Pricing Plan3 Feature1,无限用户账号,無限用戶賬號,Unlimited user accounts,test
Home_Pricing_Plan3_Feature2,Home Pricing Plan3 Feature2,全部功能,全部功能,All functions,test
Home_Pricing_Plan3_Feature3,Home Pricing Plan3 Feature3,深度定制化,深度定制化,Deep customization,test
Home_Pricing_Plan3_Feature4,Home Pricing Plan3 Feature4,7×24小时技术支持,7×24小時技術支持,7×24 hour technical support,test
Home_Pricing_Plan3_Feature5,Home Pricing Plan3 Feature5,私有化部署,私有化部署,Private deployment,test
Home_Pricing_Plan3_Price,Home Pricing Plan3 Price,定制报价,定制報價,Custom Quote,test
Home_Pricing_Plan3_Subtitle,Home Pricing Plan3 Subtitle,适合大型企业/政府机构,適合大型企業/政府機構,Suitable for large enterprises/government agencies,test
Home_Pricing_Plan3_Title,Home Pricing Plan3 Title,定制版,定制版,Custom Version,test
Home_Pricing_Subtitle,Home Pricing Subtitle,灵活的收费模式,靈活的收費模式,Flexible pricing model,test
Home_Pricing_Title,Home Pricing Title,营收模式,營收模式,Revenue Model,test
Home_Solutions_Description,Home Solutions Description,"当前数码城市软件普遍专业且昂贵，需高性能电脑和专业软件，中小客户难以负担。Vizzle实现""降本、提效、简化""三重突破。","當前數碼城市軟體普遍專業且昂貴，需高性能電腦和專業軟體，中小客戶難以負擔。Vizzle實現""降本、提效、簡化""三重突破。","Current digital city software is generally professional and expensive, requiring high-performance computers and professional software, which is difficult for small and medium-sized clients to afford. Vizzle achieves three breakthroughs: ""cost reduction, efficiency improvement, and simplification"".",test
Home_Solutions_Item1_Desc,Home Solutions Item1 Desc,极速加载巨型3D扫描模型，无需高阶显卡，8年前的旧设备也能秒速加载，支持多种模型格式，大幅降低硬件投入。,極速加載巨型3D掃描模型，無需高階顯卡，8年前的舊設備也能秒速加載，支持多種模型格式，大幅降低硬體投入。,"Ultra-fast loading of giant 3D scan models, no need for high-end graphics cards, 8-year-old devices can also load in seconds, supporting multiple model formats, significantly reducing hardware investment.",test
Home_Solutions_Item1_Title,Home Solutions Item1 Title,低端设备，网页即开即用,低端設備，網頁即開即用,"Low-end devices, web-based instant access",test
Home_Solutions_Item2_Desc,Home Solutions Item2 Desc,AI自动分析3D场景、整合各类数据，替代人工筛选，无需大海捞针，大幅节省人力成本与时间成本。,AI自動分析3D場景、整合各類數據，替代人工篩選，無需大海撈針，大幅節省人力成本與時間成本。,"AI automatically analyzes 3D scenes, integrates various data, replaces manual screening, eliminates the need for needle-in-a-haystack searches, greatly saving labor and time costs.",test
Home_Solutions_Item2_Title,Home Solutions Item2 Title,AI分析，无需人工繁琐处理,AI分析，無需人工繁瑣處理,"AI analysis, no manual tedious processing",test
Home_Solutions_Item3_Desc,Home Solutions Item3 Desc,支持简易测量、标记功能，无需安装专业软件，普通员工一人即可操作，沟通效率10倍化。,支持簡易測量、標記功能，無需安裝專業軟體，普通員工一人即可操作，溝通效率10倍化。,"Supports simple measurement and marking functions, no need to install professional software, ordinary employees can operate alone, communication efficiency increased by 10 times.",test
Home_Solutions_Item3_Title,Home Solutions Item3 Title,操作简便，无需专业知识,操作簡便，無需專業知識,"Simple operation, no professional knowledge required",test
Home_Solutions_Link_LearnMore,Home Solutions Link LearnMore,了解更多,瞭解更多,Learn more,test
Home_Solutions_Subtitle,Home Solutions Subtitle,解决传统3D管理的核心痛点,解決傳統3D管理的核心痛點,Solve core pain points of traditional 3D management,test
Home_Solutions_Title,Home Solutions Title,核心解决方案,核心解決方案,Core Solutions,test
Home_Trust_Title,Home Trust Title,受到行业领先企业的信任,受到行業領先企業的信任,Trusted by industry-leading enterprises,test
Language_Display_Name,Language Display Name,简,繁,EN,test
Navigation_Menu_Advantages,Navigation Menu Advantages,核心优势,核心優勢,Advantages,test
Navigation_Menu_Awards,Navigation Menu Awards,奖项,獎項,Awards,test
Navigation_Menu_Cases,Navigation Menu Cases,客户案例,客戶案例,Case Studies,test
Navigation_Menu_ContactUs,Navigation Menu ContactUs,联系我们,聯繫我們,Contact,test
Navigation_Menu_Features,Navigation Menu Features,产品功能,產品功能,Features,test
Navigation_Menu_Pricing,Navigation Menu Pricing,定价模式,定價模式,Pricing,test
Navigation_Menu_Solutions,Navigation Menu Solutions,解决方案,解決方案,Solutions,test
Page_Meta_Title,Page Meta Title,Vizzle - 轻量化AI 3D数码城市管理平台,Vizzle - 輕量化AI 3D數碼城市管理平台,Vizzle - Lightweight AI 3D Digital City Management Platform,test
